,Timestamp,id,lat,long,date,stop,day_of_week,weekend,hour,time,CurrentEmploymentType,CurrentEmploymentTitle,FullName
98,2014-01-18 12:48:01,1,36.06642518,24.88260002,2014-01-18,2.0,5.0,True,12.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
99,2014-01-18 13:36:01,1,36.06348734,24.85102088,2014-01-18,3.0,5.0,True,13.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
100,2014-01-18 15:58:01,1,36.06582238,24.84982399,2014-01-18,4.0,5.0,True,15.0,Afternoon,Information Technology,IT Helpdesk,Lucas Alcazar
101,2014-01-18 18:25:01,1,36.06647949,24.88261252,2014-01-18,5.0,5.0,True,18.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
102,2014-01-18 19:31:01,1,36.05195839,24.87077283,2014-01-18,6.0,5.0,True,19.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
103,2014-01-18 19:37:01,1,36.06641461,24.8826145,2014-01-18,7.0,5.0,True,19.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
104,2014-01-19 18:26:01,1,36.06642639,24.88259258,2014-01-19,1.0,6.0,True,18.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
105,2014-01-19 19:52:01,1,36.051946,24.87079014,2014-01-19,2.0,6.0,True,19.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
106,2014-01-19 19:56:50,1,36.06645823,24.88253437,2014-01-19,3.0,6.0,True,19.0,Evening,Information Technology,IT Helpdesk,Lucas Alcazar
107,2014-01-06 07:30:01,2,36.08545957,24.86037898,2014-01-06,1.0,0.0,False,7.0,Morning,Engineering,Engineer,Lars Azada
108,2014-01-06 08:11:01,2,36.08173037,24.85094775,2014-01-06,2.0,0.0,False,8.0,Morning,Engineering,Engineer,Lars Azada
109,2014-01-06 12:17:01,2,36.04802181,24.87956881,2014-01-06,3.0,0.0,False,12.0,Afternoon,Engineering,Engineer,Lars Azada
110,2014-01-06 13:26:01,2,36.05579344,24.90248976,2014-01-06,4.0,0.0,False,13.0,Afternoon,Engineering,Engineer,Lars Azada
111,2014-01-06 17:17:01,2,36.04803264,24.87957421,2014-01-06,5.0,0.0,False,17.0,Evening,Engineering,Engineer,Lars Azada
112,2014-01-06 18:55:01,2,36.08543632,24.86045835,2014-01-06,6.0,0.0,False,18.0,Evening,Engineering,Engineer,Lars Azada
113,2014-01-06 20:49:01,2,36.07664622,24.85762992,2014-01-06,7.0,0.0,False,20.0,Night,Engineering,Engineer,Lars Azada
114,2014-01-06 20:52:01,2,36.08546145,24.86045479,2014-01-06,8.0,0.0,False,20.0,Night,Engineering,Engineer,Lars Azada
115,2014-01-07 08:02:01,2,36.08548635,24.8604054,2014-01-07,1.0,1.0,False,8.0,Morning,Engineering,Engineer,Lars Azada
116,2014-01-07 08:18:01,2,36.0818208,24.85093011,2014-01-07,2.0,1.0,False,8.0,Morning,Engineering,Engineer,Lars Azada
117,2014-01-07 08:48:40,2,36.04803206,24.8795654,2014-01-07,3.0,1.0,False,8.0,Morning,Engineering,Engineer,Lars Azada
118,2014-01-07 12:05:01,2,36.04802358,24.87957499,2014-01-07,4.0,1.0,False,12.0,Afternoon,Engineering,Engineer,Lars Azada
119,2014-01-07 13:24:01,2,36.06347906,24.85101808,2014-01-07,5.0,1.0,False,13.0,Afternoon,Engineering,Engineer,Lars Azada
120,2014-01-07 17:31:01,2,36.04802128,24.87957174,2014-01-07,6.0,1.0,False,17.0,Evening,Engineering,Engineer,Lars Azada
121,2014-01-07 18:47:01,2,36.08546304,24.86042883,2014-01-07,7.0,1.0,False,18.0,Evening,Engineering,Engineer,Lars Azada
122,2014-01-07 20:10:01,2,36.07662806,24.85757921,2014-01-07,8.0,1.0,False,20.0,Night,Engineering,Engineer,Lars Azada
123,2014-01-07 20:12:13,2,36.08546852,24.8604552,2014-01-07,9.0,1.0,False,20.0,Night,Engineering,Engineer,Lars Azada
124,2014-01-08 07:43:01,2,36.08543518,24.86045943,2014-01-08,1.0,2.0,False,7.0,Morning,Engineering,Engineer,Lars Azada
125,2014-01-08 08:06:01,2,36.08174665,24.85090415,2014-01-08,2.0,2.0,False,8.0,Morning,Engineering,Engineer,Lars Azada
126,2014-01-08 12:01:01,2,36.04802861,24.8795763,2014-01-08,3.0,2.0,False,12.0,Afternoon,Engineering,Engineer,Lars Azada
127,2014-01-08 13:43:01,2,36.06348736,24.85100399,2014-01-08,4.0,2.0,False,13.0,Afternoon,Engineering,Engineer,Lars Azada
128,2014-01-08 17:07:01,2,36.04802837,24.87956506,2014-01-08,5.0,2.0,False,17.0,Evening,Engineering,Engineer,Lars Azada
129,2014-01-08 18:17:01,2,36.08547874,24.86042323,2014-01-08,6.0,2.0,False,18.0,Evening,Engineering,Engineer,Lars Azada
130,2014-01-08 19:25:01,2,36.07662701,24.85761831,2014-01-08,7.0,2.0,False,19.0,Evening,Engineering,Engineer,Lars Azada
131,2014-01-08 19:27:13,2,36.08542566,24.86038173,2014-01-08,8.0,2.0,False,19.0,Evening,Engineering,Engineer,Lars Azada
132,2014-01-09 08:01:01,2,36.0854796,24.8603882,2014-01-09,1.0,3.0,False,8.0,Morning,Engineering,Engineer,Lars Azada
133,2014-01-09 08:22:01,2,36.08174234,24.85088728,2014-01-09,2.0,3.0,False,8.0,Morning,Engineering,Engineer,Lars Azada
134,2014-01-09 12:18:01,2,36.04803211,24.87957017,2014-01-09,3.0,3.0,False,12.0,Afternoon,Engineering,Engineer,Lars Azada
135,2014-01-09 13:44:01,2,36.05581547,24.90247033,2014-01-09,4.0,3.0,False,13.0,Afternoon,Engineering,Engineer,Lars Azada
136,2014-01-09 17:19:01,2,36.04802248,24.87957421,2014-01-09,5.0,3.0,False,17.0,Evening,Engineering,Engineer,Lars Azada
137,2014-01-09 17:29:28,2,36.08542765,24.86039061,2014-01-09,6.0,3.0,False,17.0,Evening,Engineering,Engineer,Lars Azada
138,2014-01-10 07:42:01,2,36.08543468,24.86043937,2014-01-10,1.0,4.0,False,7.0,Morning,Engineering,Engineer,Lars Azada
139,2014-01-10 08:12:01,2,36.08180468,24.85089405,2014-01-10,2.0,4.0,False,8.0,Morning,Engineering,Engineer,Lars Azada
140,2014-01-10 09:03:45,2,36.04803013,24.87957407,2014-01-10,3.0,4.0,False,9.0,Morning,Engineering,Engineer,Lars Azada
141,2014-01-10 12:09:01,2,36.04802665,24.87956898,2014-01-10,4.0,4.0,False,12.0,Afternoon,Engineering,Engineer,Lars Azada
142,2014-01-10 13:44:01,2,36.05973349,24.8580715,2014-01-10,5.0,4.0,False,13.0,Afternoon,Engineering,Engineer,Lars Azada
143,2014-01-10 17:06:01,2,36.0480258,24.87957439,2014-01-10,6.0,4.0,False,17.0,Evening,Engineering,Engineer,Lars Azada
144,2014-01-10 18:42:01,2,36.08545981,24.86044579,2014-01-10,7.0,4.0,False,18.0,Evening,Engineering,Engineer,Lars Azada
145,2014-01-10 19:50:01,2,36.07663426,24.85762547,2014-01-10,8.0,4.0,False,19.0,Evening,Engineering,Engineer,Lars Azada
146,2014-01-10 19:52:13,2,36.08544851,24.86045605,2014-01-10,9.0,4.0,False,19.0,Evening,Engineering,Engineer,Lars Azada
147,2014-01-11 18:12:01,2,36.08550406,24.86036494,2014-01-11,1.0,5.0,True,18.0,Evening,Engineering,Engineer,Lars Azada
148,2014-01-11 20:29:01,2,36.07667906,24.85756991,2014-01-11,2.0,5.0,True,20.0,Night,Engineering,Engineer,Lars Azada
149,2014-01-11 20:34:01,2,36.08545478,24.86044242,2014-01-11,3.0,5.0,True,20.0,Night,Engineering,Engineer,Lars Azada
150,2014-01-12 18:28:01,2,36.08542324,24.86041423,2014-01-12,1.0,6.0,True,18.0,Evening,Engineering,Engineer,Lars Azada
151,2014-01-12 19:30:01,2,36.07662613,24.85757763,2014-01-12,2.0,6.0,True,19.0,Evening,Engineering,Engineer,Lars Azada
152,2014-01-12 19:32:13,2,36.08543268,24.8603992,2014-01-12,3.0,6.0,True,19.0,Evening,Engineering,Engineer,Lars Azada
153,2014-01-13 07:39:01,2,36.08543893,24.86044129,2014-01-13,1.0,0.0,False,7.0,Morning,Engineering,Engineer,Lars Azada
154,2014-01-13 08:02:01,2,36.08175682,24.85087781,2014-01-13,2.0,0.0,False,8.0,Morning,Engineering,Engineer,Lars Azada
155,2014-01-13 11:58:01,2,36.04803057,24.8795658,2014-01-13,3.0,0.0,False,11.0,Afternoon,Engineering,Engineer,Lars Azada
156,2014-01-13 13:43:01,2,36.05973374,24.85805157,2014-01-13,4.0,0.0,False,13.0,Afternoon,Engineering,Engineer,Lars Azada
157,2014-01-13 17:18:01,2,36.04802993,24.87956876,2014-01-13,5.0,0.0,False,17.0,Evening,Engineering,Engineer,Lars Azada
158,2014-01-13 18:39:01,2,36.08546272,24.86043145,2014-01-13,6.0,0.0,False,18.0,Evening,Engineering,Engineer,Lars Azada
159,2014-01-13 20:48:01,2,36.07668716,24.85757572,2014-01-13,7.0,0.0,False,20.0,Night,Engineering,Engineer,Lars Azada
160,2014-01-13 20:50:13,2,36.08547529,24.86038463,2014-01-13,8.0,0.0,False,20.0,Night,Engineering,Engineer,Lars Azada
161,2014-01-14 07:49:01,2,36.08549917,24.86038079,2014-01-14,1.0,1.0,False,7.0,Morning,Engineering,Engineer,Lars Azada
162,2014-01-14 08:29:01,2,36.08179966,24.85094726,2014-01-14,2.0,1.0,False,8.0,Morning,Engineering,Engineer,Lars Azada
163,2014-01-14 12:00:01,2,36.04803143,24.87956562,2014-01-14,3.0,1.0,False,12.0,Afternoon,Engineering,Engineer,Lars Azada
164,2014-01-14 13:39:01,2,36.05582647,24.90246542,2014-01-14,4.0,1.0,False,13.0,Afternoon,Engineering,Engineer,Lars Azada
165,2014-01-14 17:21:01,2,36.04803285,24.87957686,2014-01-14,5.0,1.0,False,17.0,Evening,Engineering,Engineer,Lars Azada
166,2014-01-14 18:23:01,2,36.08548777,24.86040404,2014-01-14,6.0,1.0,False,18.0,Evening,Engineering,Engineer,Lars Azada
167,2014-01-14 19:45:01,2,36.07668757,24.85757303,2014-01-14,7.0,1.0,False,19.0,Evening,Engineering,Engineer,Lars Azada
168,2014-01-14 20:02:01,2,36.08543115,24.86042993,2014-01-14,9.0,1.0,False,20.0,Night,Engineering,Engineer,Lars Azada
169,2014-01-15 08:10:01,2,36.08550358,24.86038233,2014-01-15,1.0,2.0,False,8.0,Morning,Engineering,Engineer,Lars Azada
170,2014-01-15 12:18:01,2,36.04802451,24.87956808,2014-01-15,2.0,2.0,False,12.0,Afternoon,Engineering,Engineer,Lars Azada
171,2014-01-15 13:28:01,2,36.05572529,24.90254526,2014-01-15,3.0,2.0,False,13.0,Afternoon,Engineering,Engineer,Lars Azada
172,2014-01-15 17:17:01,2,36.0480279,24.87956576,2014-01-15,4.0,2.0,False,17.0,Evening,Engineering,Engineer,Lars Azada
173,2014-01-15 18:34:01,2,36.08548983,24.86038919,2014-01-15,5.0,2.0,False,18.0,Evening,Engineering,Engineer,Lars Azada
174,2014-01-15 19:58:01,2,36.07666655,24.85761549,2014-01-15,6.0,2.0,False,19.0,Evening,Engineering,Engineer,Lars Azada
175,2014-01-15 20:00:13,2,36.08543001,24.8603669,2014-01-15,7.0,2.0,False,20.0,Night,Engineering,Engineer,Lars Azada
176,2014-01-16 07:56:01,2,36.08545585,24.86043221,2014-01-16,1.0,3.0,False,7.0,Morning,Engineering,Engineer,Lars Azada
177,2014-01-16 08:26:01,2,36.08176175,24.85090467,2014-01-16,2.0,3.0,False,8.0,Morning,Engineering,Engineer,Lars Azada
178,2014-01-16 11:59:01,2,36.0480305,24.87956613,2014-01-16,3.0,3.0,False,11.0,Afternoon,Engineering,Engineer,Lars Azada
179,2014-01-16 13:46:01,2,36.07669721,24.85759708,2014-01-16,4.0,3.0,False,13.0,Afternoon,Engineering,Engineer,Lars Azada
180,2014-01-16 17:20:01,2,36.04802283,24.87956598,2014-01-16,5.0,3.0,False,17.0,Evening,Engineering,Engineer,Lars Azada
181,2014-01-16 18:50:01,2,36.08545614,24.8603731,2014-01-16,6.0,3.0,False,18.0,Evening,Engineering,Engineer,Lars Azada
