,timestamp,location,price,timestamp_full,FullName,cc_flag,loyal_flag,CarID,CurrentEmploymentType,CurrentEmploymentTitle,hour,time
63,2014-01-16,Abila Zacharo,36.02,2014-01-16 13:47:00,Hideki Cocinaro,1.0,0.0,12.0,Security,Site Control,13.0,Afternoon
64,2014-01-16,Guy's Gyros,11.31,2014-01-16 20:35:00,Hideki Cocinaro,1.0,1.0,12.0,Security,Site Control,20.0,Night
65,2014-01-17,Kalami Kafenion,27.73,2014-01-17 13:58:00,Hideki Cocinaro,1.0,1.0,12.0,Security,Site Control,13.0,Afternoon
66,2014-01-17,General Grocer,98.03,2014-01-17 20:41:00,Hideki Cocinaro,1.0,0.0,12.0,Security,Site Control,20.0,Night
67,2014-01-19,Guy's Gyros,36.87,2014-01-19 20:14:00,Hideki Cocinaro,1.0,1.0,12.0,Security,Site Control,20.0,Night
68,2014-01-06,Abila Zacharo,18.11,,Hideki Cocinaro,0.0,1.0,12.0,Security,Site Control,,
69,2014-01-06,Guy's Gyros,15.29,,Hideki Cocinaro,0.0,1.0,12.0,Security,Site Control,,
70,2014-01-06,Hallowed Grounds,12.22,,Hideki Cocinaro,0.0,1.0,12.0,Security,Site Control,,
71,2014-01-09,Hallowed Grounds,16.77,,Hideki Cocinaro,0.0,1.0,12.0,Security,Site Control,,
72,2014-01-10,Katerinas Café,37.62,,Hideki Cocinaro,0.0,1.0,12.0,Security,Site Control,,
73,2014-01-13,Guy's Gyros,33.48,,Hideki Cocinaro,0.0,1.0,12.0,Security,Site Control,,
74,2014-01-14,Guy's Gyros,34.26,,Hideki Cocinaro,0.0,1.0,12.0,Security,Site Control,,
75,2014-01-14,Ouzeri Elian,22.3,,Hideki Cocinaro,0.0,1.0,12.0,Security,Site Control,,
76,2014-01-15,Kronos Mart,258.83,,Hideki Cocinaro,0.0,1.0,12.0,Security,Site Control,,
77,2014-01-17,General Grocer,78.03,,Hideki Cocinaro,0.0,1.0,12.0,Security,Site Control,,
78,2014-01-06,Brew've Been Served,8.33,2014-01-06 07:35:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,7.0,Morning
79,2014-01-06,Ouzeri Elian,20.56,2014-01-06 13:37:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,13.0,Afternoon
80,2014-01-06,Guy's Gyros,117.82,2014-01-06 20:15:00,Stenig Fusil,1.0,0.0,20.0,Security,Building Control,20.0,Night
81,2014-01-07,Brew've Been Served,19.6,2014-01-07 07:45:00,Stenig Fusil,1.0,0.0,20.0,Security,Building Control,7.0,Morning
82,2014-01-07,Guy's Gyros,11.31,2014-01-07 13:33:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,13.0,Afternoon
83,2014-01-08,Brew've Been Served,8.27,2014-01-08 07:48:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,7.0,Morning
84,2014-01-08,Kalami Kafenion,14.77,2014-01-08 13:52:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,13.0,Afternoon
85,2014-01-09,Ouzeri Elian,22.4,2014-01-09 13:23:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,13.0,Afternoon
86,2014-01-09,Guy's Gyros,29.96,2014-01-09 19:52:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,19.0,Evening
87,2014-01-10,Brew've Been Served,15.85,2014-01-10 07:35:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,7.0,Morning
88,2014-01-10,Guy's Gyros,26.76,2014-01-10 13:25:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,13.0,Afternoon
89,2014-01-10,Guy's Gyros,23.61,2014-01-10 19:45:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,19.0,Evening
90,2014-01-11,Guy's Gyros,55.36,2014-01-11 19:34:00,Stenig Fusil,1.0,0.0,20.0,Security,Building Control,19.0,Evening
91,2014-01-13,Brew've Been Served,24.18,2014-01-13 07:43:00,Stenig Fusil,1.0,0.0,20.0,Security,Building Control,7.0,Morning
92,2014-01-13,Kronos Mart,159.06,2014-01-13 08:01:00,Stenig Fusil,1.0,0.0,20.0,Security,Building Control,8.0,Morning
93,2014-01-13,Abila Zacharo,79.95,2014-01-13 13:20:00,Stenig Fusil,1.0,0.0,20.0,Security,Building Control,13.0,Afternoon
94,2014-01-14,Brew've Been Served,3.66,2014-01-14 07:53:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,7.0,Morning
95,2014-01-14,Abila Zacharo,8.41,2014-01-14 13:38:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,13.0,Afternoon
96,2014-01-14,Octavio's Office Supplies,131.73,2014-01-14 15:49:00,Stenig Fusil,1.0,0.0,20.0,Security,Building Control,15.0,Afternoon
97,2014-01-14,Guy's Gyros,18.11,2014-01-14 20:15:00,Stenig Fusil,1.0,0.0,20.0,Security,Building Control,20.0,Night
98,2014-01-15,Brew've Been Served,15.5,2014-01-15 07:36:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,7.0,Morning
99,2014-01-15,Guy's Gyros,36.35,2014-01-15 20:08:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,20.0,Night
100,2014-01-16,Brew've Been Served,12.83,2014-01-16 07:55:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,7.0,Morning
101,2014-01-16,Guy's Gyros,13.48,2014-01-16 13:44:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,13.0,Afternoon
102,2014-01-16,Guy's Gyros,30.76,2014-01-16 20:17:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,20.0,Night
103,2014-01-17,Coffee Cameleon,9.16,2014-01-17 07:52:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,7.0,Morning
104,2014-01-17,Hippokampos,15.77,2014-01-17 13:31:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,13.0,Afternoon
105,2014-01-17,Guy's Gyros,19.68,2014-01-17 19:29:00,Stenig Fusil,1.0,1.0,20.0,Security,Building Control,19.0,Evening
106,2014-01-18,Guy's Gyros,78.36,2014-01-18 19:39:00,Stenig Fusil,1.0,0.0,20.0,Security,Building Control,19.0,Evening
107,2014-01-19,Guy's Gyros,100.36,2014-01-19 19:49:00,Stenig Fusil,1.0,0.0,20.0,Security,Building Control,19.0,Evening
108,2014-01-06,Guy's Gyros,37.82,,Stenig Fusil,0.0,1.0,20.0,Security,Building Control,,
109,2014-01-09,Brew've Been Served,15.82,,Stenig Fusil,0.0,1.0,20.0,Security,Building Control,,
110,2014-01-11,Guy's Gyros,55.69,,Stenig Fusil,0.0,1.0,20.0,Security,Building Control,,
111,2014-01-12,Kronos Mart,159.06,,Stenig Fusil,0.0,1.0,20.0,Security,Building Control,,
112,2014-01-13,Abila Zacharo,39.95,,Stenig Fusil,0.0,1.0,20.0,Security,Building Control,,
113,2014-01-13,Brew've Been Served,4.18,,Stenig Fusil,0.0,1.0,20.0,Security,Building Control,,
114,2014-01-19,Guy's Gyros,40.36,,Stenig Fusil,0.0,1.0,20.0,Security,Building Control,,
115,2014-01-06,Hallowed Grounds,16.72,2014-01-06 07:36:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,7.0,Morning
116,2014-01-06,Katerinas Café,32.64,2014-01-06 13:50:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,13.0,Afternoon
117,2014-01-06,Katerinas Café,10.72,2014-01-06 21:03:00,Birgitta Frente,1.0,0.0,18.0,Engineering,Geologist,21.0,Night
118,2014-01-07,Hallowed Grounds,9.92,2014-01-07 08:01:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,8.0,Morning
119,2014-01-07,Guy's Gyros,12.57,2014-01-07 14:09:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,14.0,Afternoon
120,2014-01-07,Katerinas Café,17.26,2014-01-07 20:33:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,20.0,Night
121,2014-01-08,Hallowed Grounds,3.4,2014-01-08 07:43:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,7.0,Morning
122,2014-01-08,Abila Zacharo,16.2,2014-01-08 13:53:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,13.0,Afternoon
123,2014-01-09,Hallowed Grounds,18.48,2014-01-09 07:57:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,7.0,Morning
124,2014-01-09,Guy's Gyros,15.0,2014-01-09 13:44:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,13.0,Afternoon
125,2014-01-10,Hallowed Grounds,8.34,2014-01-10 07:41:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,7.0,Morning
126,2014-01-10,Ouzeri Elian,30.93,2014-01-10 14:07:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,14.0,Afternoon
127,2014-01-11,Gelatogalore,17.31,2014-01-11 13:35:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,13.0,Afternoon
128,2014-01-11,Shoppers' Delight,157.45,2014-01-11 15:15:00,Birgitta Frente,1.0,0.0,18.0,Engineering,Geologist,15.0,Afternoon
129,2014-01-11,Katerinas Café,55.67,2014-01-11 19:08:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,19.0,Evening
130,2014-01-13,Bean There Done That,15.24,2014-01-13 12:00:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,12.0,Afternoon
131,2014-01-13,Hippokampos,25.09,2014-01-13 14:04:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,14.0,Afternoon
132,2014-01-14,Hallowed Grounds,50.21,2014-01-14 07:54:00,Birgitta Frente,1.0,0.0,18.0,Engineering,Geologist,7.0,Morning
133,2014-01-14,Guy's Gyros,38.26,2014-01-14 13:49:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,13.0,Afternoon
134,2014-01-14,Katerinas Café,18.35,2014-01-14 21:10:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,21.0,Night
135,2014-01-15,Hallowed Grounds,5.28,2014-01-15 07:36:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,7.0,Morning
136,2014-01-15,Guy's Gyros,25.58,2014-01-15 14:00:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,14.0,Afternoon
137,2014-01-15,Katerinas Café,11.45,2014-01-15 20:05:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,20.0,Night
138,2014-01-16,Hallowed Grounds,44.98,2014-01-16 07:51:00,Birgitta Frente,1.0,0.0,18.0,Engineering,Geologist,7.0,Morning
139,2014-01-16,Hippokampos,29.93,2014-01-16 13:48:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,13.0,Afternoon
140,2014-01-16,Katerinas Café,13.91,2014-01-16 20:23:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,20.0,Night
141,2014-01-17,Hallowed Grounds,15.98,2014-01-17 07:39:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,7.0,Morning
142,2014-01-17,Hippokampos,108.35,2014-01-17 13:52:00,Birgitta Frente,1.0,0.0,18.0,Engineering,Geologist,13.0,Afternoon
143,2014-01-18,Guy's Gyros,47.89,2014-01-18 14:05:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,14.0,Afternoon
144,2014-01-18,Roberts and Sons,266.69,2014-01-18 19:20:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,19.0,Evening
145,2014-01-19,Katerinas Café,38.9,2014-01-19 20:22:00,Birgitta Frente,1.0,1.0,18.0,Engineering,Geologist,20.0,Night
146,2014-01-09,Katerinas Café,26.0,,Birgitta Frente,0.0,1.0,18.0,Engineering,Geologist,,
147,2014-01-14,Hallowed Grounds,10.21,,Birgitta Frente,0.0,1.0,18.0,Engineering,Geologist,,
148,2014-01-16,Hallowed Grounds,4.98,,Birgitta Frente,0.0,1.0,18.0,Engineering,Geologist,,
149,2014-01-17,Hippokampos,28.35,,Birgitta Frente,0.0,1.0,18.0,Engineering,Geologist,,
150,2014-01-06,Brew've Been Served,4.24,2014-01-06 07:37:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,7.0,Morning
151,2014-01-06,Guy's Gyros,16.92,2014-01-06 13:30:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,13.0,Afternoon
152,2014-01-06,Guy's Gyros,39.29,2014-01-06 19:18:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,19.0,Evening
153,2014-01-07,Brew've Been Served,5.08,2014-01-07 07:27:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,7.0,Morning
154,2014-01-07,Guy's Gyros,42.25,2014-01-07 20:10:00,Sven Flecha,1.0,0.0,17.0,Information Technology,IT Technician,20.0,Night
155,2014-01-08,Brew've Been Served,3.42,2014-01-08 08:01:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,8.0,Morning
156,2014-01-08,Guy's Gyros,30.12,2014-01-08 13:32:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,13.0,Afternoon
157,2014-01-08,Guy's Gyros,28.81,2014-01-08 20:07:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,20.0,Night
158,2014-01-09,Brew've Been Served,5.3,2014-01-09 07:48:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,7.0,Morning
159,2014-01-09,Kalami Kafenion,18.14,2014-01-09 13:38:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,13.0,Afternoon
160,2014-01-09,Guy's Gyros,35.05,2014-01-09 20:39:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,20.0,Night
161,2014-01-10,Brew've Been Served,83.44,2014-01-10 07:54:00,Sven Flecha,1.0,0.0,17.0,Information Technology,IT Technician,7.0,Morning
162,2014-01-10,Guy's Gyros,26.68,2014-01-10 13:38:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,13.0,Afternoon
163,2014-01-10,Frydos Autosupply n' More,237.08,2014-01-10 20:15:00,Sven Flecha,1.0,0.0,17.0,Information Technology,IT Technician,20.0,Night
164,2014-01-11,Guy's Gyros,33.65,2014-01-11 20:06:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,20.0,Night
165,2014-01-12,Shoppers' Delight,211.03,2014-01-12 19:26:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,19.0,Evening
166,2014-01-13,Brew've Been Served,8.04,2014-01-13 07:38:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,7.0,Morning
167,2014-01-13,Hippokampos,91.97,2014-01-13 13:50:00,Sven Flecha,1.0,0.0,17.0,Information Technology,IT Technician,13.0,Afternoon
168,2014-01-13,Guy's Gyros,36.89,2014-01-13 20:15:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,20.0,Night
169,2014-01-14,Brew've Been Served,8.24,2014-01-14 07:53:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,7.0,Morning
170,2014-01-14,Gelatogalore,27.26,2014-01-14 13:32:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,13.0,Afternoon
171,2014-01-14,Guy's Gyros,12.96,2014-01-14 20:19:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,20.0,Night
172,2014-01-15,Brew've Been Served,3.71,2014-01-15 07:34:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,7.0,Morning
173,2014-01-15,Abila Zacharo,20.44,2014-01-15 13:47:00,Sven Flecha,1.0,0.0,17.0,Information Technology,IT Technician,13.0,Afternoon
174,2014-01-16,Brew've Been Served,7.31,2014-01-16 07:50:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,7.0,Morning
175,2014-01-16,Kalami Kafenion,8.86,2014-01-16 13:49:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,13.0,Afternoon
176,2014-01-16,Guy's Gyros,25.57,2014-01-16 19:04:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,19.0,Evening
177,2014-01-17,Brew've Been Served,52.56,2014-01-17 07:29:00,Sven Flecha,1.0,0.0,17.0,Information Technology,IT Technician,7.0,Morning
178,2014-01-17,Shoppers' Delight,155.01,2014-01-17 20:05:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,20.0,Night
179,2014-01-18,Guy's Gyros,55.21,2014-01-18 13:27:00,Sven Flecha,1.0,0.0,17.0,Information Technology,IT Technician,13.0,Afternoon
180,2014-01-18,Ahaggo Museum,120.2,2014-01-18 14:55:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,14.0,Afternoon
181,2014-01-19,Ouzeri Elian,45.32,2014-01-19 14:08:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,14.0,Afternoon
182,2014-01-19,Guy's Gyros,65.21,2014-01-19 19:45:00,Sven Flecha,1.0,1.0,17.0,Information Technology,IT Technician,19.0,Evening
183,2014-01-07,Guy's Gyros,22.25,,Sven Flecha,0.0,1.0,17.0,Information Technology,IT Technician,,
184,2014-01-07,Kalami Kafenion,25.9,,Sven Flecha,0.0,1.0,17.0,Information Technology,IT Technician,,
185,2014-01-10,Brew've Been Served,3.44,,Sven Flecha,0.0,1.0,17.0,Information Technology,IT Technician,,
186,2014-01-10,Frydos Autosupply n' More,217.08,,Sven Flecha,0.0,1.0,17.0,Information Technology,IT Technician,,
187,2014-01-13,Hippokampos,31.97,,Sven Flecha,0.0,1.0,17.0,Information Technology,IT Technician,,
188,2014-01-17,Brew've Been Served,12.56,,Sven Flecha,0.0,1.0,17.0,Information Technology,IT Technician,,
189,2014-01-18,Guy's Gyros,31.48,,Sven Flecha,0.0,1.0,17.0,Information Technology,IT Technician,,
190,2014-01-06,Brew've Been Served,4.17,2014-01-06 07:38:00,Cornelia Lais,1.0,1.0,,,,7.0,Morning
191,2014-01-06,Ouzeri Elian,20.74,2014-01-06 13:48:00,Cornelia Lais,1.0,1.0,,,,13.0,Afternoon
192,2014-01-06,Frydos Autosupply n' More,175.87,2014-01-06 20:15:00,Cornelia Lais,1.0,1.0,,,,20.0,Night
193,2014-01-07,Brew've Been Served,12.74,2014-01-07 07:31:00,Cornelia Lais,1.0,1.0,,,,7.0,Morning
194,2014-01-07,Ouzeri Elian,97.71,2014-01-07 13:42:00,Cornelia Lais,1.0,0.0,,,,13.0,Afternoon
